growth,size,length,position,position2,month,year
4.719101124,4.45,30.88059701,65° 43.9'S,79°59"36" E,1,1996
3.18275154,4.87,33.86567164,65° 43.9'S,79°59"36" E,1,1996
1.282051282,5.46,38.05899076,65° 43.9'S,79°59"36" E,1,1996
2.579365079,5.04,35.07391613,65° 43.9'S,79°59"36" E,1,1996
1.2323943659999999,5.68,39.62260128,65° 43.9'S,79°59"36" E,1,1996
1.9880715709999999,5.03,35.00284293,65° 43.9'S,79°59"36" E,1,1996
4.6065259119999995,5.21,36.28216063,65° 43.9'S,79°59"36" E,1,1996
1.355578728,4.795,33.3326226,65° 43.9'S,79°59"36" E,1,1996
1.338432122,5.23,36.42430704,65° 43.9'S,79°59"36" E,1,1996
0.0,5.34,37.206112299999994,65° 43.9'S,79°59"36" E,1,1996
1.646090535,4.86,33.79459844,65° 43.9'S,79°59"36" E,1,1996
0.787401575,5.08,35.35820896,65° 43.9'S,79°59"36" E,1,1996
2.827225131,4.775,33.19047619,65° 43.9'S,79°59"36" E,1,1996
3.278688525,5.185,36.10447761,65° 43.9'S,79°59"36" E,1,1996
2.167487685,5.075,35.32267235,65° 43.9'S,79°59"36" E,1,1996
1.720647773,4.94,34.36318408,64° 42.3'S,85°29"54" E,2,1996
3.03030303,5.94,41.47050462,64° 42.3'S,85°29"54" E,2,1996
5.042816365,5.255,36.60199005,64° 42.3'S,85°29"54" E,2,1996
8.515283842999999,4.58,31.80454869,64° 42.3'S,85°29"54" E,2,1996
6.9055944060000005,5.72,39.9068941,64° 42.3'S,85°29"54" E,2,1996
3.541315346,5.93,41.39943141,64° 42.3'S,85°29"54" E,2,1996
2.0054694619999998,5.485,38.23667377,64° 42.3'S,85°29"54" E,2,1996
1.294964029,6.95,48.64889837,64° 42.3'S,85°29"54" E,2,1996
3.417266187,5.56,38.76972281,64° 42.3'S,85°29"54" E,2,1996
7.989690722000001,3.88,26.82942431,64° 42.3'S,85°29"54" E,2,1996
4.069767442,5.16,35.9267946,64° 42.3'S,85°29"54" E,2,1996
3.197158082,5.63,39.26723525,64° 42.3'S,85°29"54" E,2,1996
2.231237323,4.93,34.29211087,64° 42.3'S,85°29"54" E,2,1996
5.025996534,5.77,40.26226013,64° 42.3'S,85°29"54" E,2,1996
3.0015797789999996,6.33,44.24235963,64° 42.3'S,85°29"54" E,2,1996
-2.060338484,6.795,47.54726368,64° 42.3'S,85°29"54" E,2,1996
0.081900082,6.105,42.64321251,64° 42.3'S,85°29"54" E,2,1996
0.5272407729999999,5.69,39.69367448,64° 42.3'S,85°29"54" E,2,1996
1.706484642,5.86,40.90191898,64° 42.3'S,85°29"54" E,2,1996
4.182509506000001,5.26,36.63752665,64° 42.3'S,85°29"54" E,2,1996
0.853242321,5.86,40.90191898,64° 42.3'S,85°29"54" E,2,1996
0.564971751,6.195,43.28287136,64° 04.0'S,88°03"48" E,2,1996
1.993355482,6.02,42.03909026,64° 04.0'S,88°03"48" E,2,1996
-0.9471191790000001,6.335,44.27789623,64° 04.0'S,88°03"48" E,2,1996
2.4952015359999997,5.21,36.28216063,64° 04.0'S,88°03"48" E,2,1996
17.39314287,3.2499199780000003,22.35124363,64° 14.1'S,101°38"12" E,2,1996
6.397896582,5.705,39.80028429,64° 14.1'S,101°38"12" E,2,1996
6.08365019,5.26,36.63752665,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
3.598484848,5.28,36.77967306,64° 14.1'S,101°38"12" E,2,1996
10.03500583,4.285,29.70788913,64° 14.1'S,101°38"12" E,2,1996
9.503239741,4.63,32.15991471,64° 14.1'S,101°38"12" E,2,1996
14.47963801,4.42,30.667377399999996,64° 14.1'S,101°38"12" E,2,1996
18.49148418,4.11,28.46410803,64° 14.1'S,101°38"12" E,2,1996
15.97176405,3.50452444,24.16079915,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
5.2104208419999996,4.99,34.71855011,64° 14.1'S,101°38"12" E,2,1996
14.12596994,3.950925007,27.33351107,64° 14.1'S,101°38"12" E,2,1996
6.396989652,5.315,37.02842928,64° 14.1'S,101°38"12" E,2,1996
5.654281098999999,6.19,43.24733475,64° 14.1'S,101°38"12" E,2,1996
11.03710752,5.255,36.60199005,64° 14.1'S,101°38"12" E,2,1996
6.623931624,4.68,32.51528074,64° 14.1'S,101°38"12" E,2,1996
0.829875519,4.82,33.51030561,64° 14.1'S,101°38"12" E,2,1996
7.306889353,4.79,33.297086,64° 14.1'S,101°38"12" E,2,1996
8.541666667000001,4.8,33.3681592,64° 14.1'S,101°38"12" E,2,1996
12.74787535,3.53,24.34186212,64° 14.1'S,101°38"12" E,2,1996
15.7807309,3.01,20.64605544,64° 14.1'S,101°38"12" E,2,1996
11.70975116,3.296047171,22.67908437,64° 14.1'S,101°38"12" E,2,1996
11.74125499,2.544782243,17.33960372,64° 14.1'S,101°38"12" E,2,1996
10.03568059,3.34362526,23.017237100000003,64° 14.1'S,101°38"12" E,2,1996
17.56362499,2.321985254,15.7561141,64° 14.1'S,101°38"12" E,2,1996
14.39574225,2.979095534,20.42640749,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
15.06342139,3.3470532360000003,23.04160083,64° 14.1'S,101°38"12" E,2,1996
7.459207459,4.29,29.74342573,64° 14.1'S,101°38"12" E,2,1996
6.2404941570000005,5.1583661560000005,35.91518235,64° 14.1'S,101°38"12" E,2,1996
6.829028345,4.875804646000001,33.90692712,64° 14.1'S,101°38"12" E,2,1996
9.564781156,4.259186623,29.52442518,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
9.720372836000001,3.755,25.94100924,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
6.566158147,5.012632415,34.87940594,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
5.139186296,4.67,32.44420753,64° 14.1'S,101°38"12" E,2,1996
7.960199005,6.03,42.11016347,64° 14.1'S,101°38"12" E,2,1996
7.581305297,4.915446787,34.18867652,64° 14.1'S,101°38"12" E,2,1996
9.402544067000001,2.757478271,18.85130257,64° 14.1'S,101°38"12" E,2,1996
9.468773698,4.984672259,34.68068414,64° 14.1'S,101°38"12" E,2,1996
12.04454199,312.87616230000003,21.49013236,64° 14.1'S,101°38"12" E,2,1996
16.92741349,2.550680344,17.38152341,64° 14.1'S,101°38"12" E,2,1996
13.64124897,2.947035754,20.19854836,64° 14.1'S,101°38"12" E,2,1996
11.65291594,3.2629466710000004,22.4438285,64° 14.1'S,101°38"12" E,2,1996
14.68790858,288.69360919999997,19.7714008,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
6.549023971,5.538497044,38.61689442,64° 14.1'S,101°38"12" E,2,1996
5.65778577,4.922741165,34.240520000000004,64° 14.1'S,101°38"12" E,2,1996
5.540744161,4.9346749039999995,34.32533692,64° 14.1'S,101°38"12" E,2,1996
9.122087388999999,3.94638962,27.30127661,64° 14.1'S,101°38"12" E,2,1996
4.2253128989999995,455.1724717,31.60358718,64° 14.1'S,101°38"12" E,2,1996
9.590561941,4.151141364,28.75651289,64° 14.1'S,101°38"12" E,2,1996
6.791862214,3.8022003939999998,26.27647757,64° 14.1'S,101°38"12" E,2,1996
17.23583182,2.8868867760000003,19.77105029,64° 14.1'S,101°38"12" E,2,1996
10.038261,3.8108163289999997,26.33771378,64° 14.1'S,101°38"12" E,2,1996
15.77719732,285.926564,19.57473802,64° 14.1'S,101°38"12" E,2,1996
10.09641627,4.9103755289999995,34.15263347,64° 14.1'S,101°38"12" E,2,1996
8.665803941,4.171381296,28.90036458,64° 14.1'S,101°38"12" E,2,1996
9.264396649,365.7239396,25.24619329,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
13.84179673,338.74031349999996,23.32838049,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
11.26157732,3.4975900060000003,24.1115139,64° 14.1'S,101°38"12" E,2,1996
6.13112048,5.009701026,34.85857162,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
11.08167124,3.7291910230000003,25.75757657,64° 14.1'S,101°38"12" E,2,1996
6.715524637000001,5.123691143,35.66873591,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
,,,64° 14.1'S,101°38"12" E,2,1996
5.639442525,4.043680107,27.99275129,64° 14.1'S,101°38"12" E,2,1996
6.293335611,5.213759793,36.30888268,64° 14.1'S,101°38"12" E,2,1996
4.557934294,5.7255146120000004,39.94608822,64° 14.1'S,101°38"12" E,2,1996
7.162507381,5.0509867239999995,35.1520023,64° 14.1'S,101°38"12" E,2,1996
7.272727272999999,4.95,34.43425729,64° 14.2'S,101°38"12" E,2,1996
6.546080965,5.805,40.51101635,64° 14.2'S,101°38"12" E,2,1996
6.654991243,5.71,39.835820899999995,64° 14.2'S,101°38"12" E,2,1996
4.27184466,5.15,35.85572139,64° 14.2'S,101°38"12" E,2,1996
7.036694366,6.08094897,42.47227413,64° 14.2'S,101°38"12" E,2,1996
4.920913884,5.69,39.69367448,64° 14.2'S,101°38"12" E,2,1996
6.084269813,6.2269251070000005,43.50977333,64° 14.2'S,101°38"12" E,2,1996
9.045069441,4.209388981,29.17049738,64° 14.2'S,101°38"12" E,2,1996
,,,64° 14.2'S,101°38"12" E,2,1996
,,,64° 14.2'S,101°38"12" E,2,1996
6.066637694,5.974682634,41.71700521,64° 14.2'S,101°38"12" E,2,1996
6.2796397289999994,5.806483045,40.52155683,64° 14.2'S,101°38"12" E,2,1996
6.429503958,6.142197619,42.90758791,64° 14.2'S,101°38"12" E,2,1996
7.323313985,5.212198076,36.29778306,64° 14.2'S,101°38"12" E,2,1996
,,,64° 14.2'S,101°38"12" E,2,1996
5.640535373,5.23,36.42430704,64° 21.3'S,104°25"48" E,2,1996
1.642335766,5.48,38.20113717,64° 21.3'S,104°25"48" E,2,1996
7.247954709,3.8533349830000003,26.63990748,64° 21.3'S,104°25"48" E,2,1996
8.012766672,5.046953763,35.12333876,64° 21.3'S,104°25"48" E,2,1996
4.878082561,5.254318815,36.59714865,64° 21.3'S,104°25"48" E,2,1996
5.293005671,5.29,36.85074627,64° 11.6'S,104°25"54" E,2,1996
5.43071161,5.34,37.206112299999994,64° 11.6'S,104°25"54" E,2,1996
1.569374686,6.970328441,48.79337911,64° 11.6'S,104°25"54" E,2,1996
,,,64° 11.6'S,104°25"54" E,2,1996
9.36329588,5.34,37.206112299999994,64° 11.6'S,104°25"54" E,2,1996
,,,64° 11.6'S,104°25"54" E,2,1996
6.764451948,5.198932102,36.20349753,64° 11.6'S,104°25"54" E,2,1996
9.225311598,3.574329122,24.6569234,64° 11.6'S,104°25"54" E,2,1996
11.83313395,3.55,24.48400853,64° 11.6'S,104°25"54" E,2,1996
,,,64° 11.6'S,104°25"54" E,2,1996
-0.42893549200000003,4.555530199,31.63063396,64° 11.6'S,104°25"54" E,2,1996
,,,64° 11.6'S,104°25"54" E,2,1996
4.802324755,4.714221564,32.75850436,64° 11.6'S,104°25"54" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
7.511854831,6.502710722000001,45.46987009,63° 20.5'S,109°40"06" E,2,1996
8.389788707000001,4.744657877,32.974825,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
9.951590684,4.020019176,27.82458547,63° 20.5'S,109°40"06" E,2,1996
10.12123194,4.131466918,28.616680300000002,63° 20.5'S,109°40"06" E,2,1996
9.581827626,5.10408409,35.529382299999995,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
6.04322557,4.977899454,34.63254764,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
11.76443807,4.743519107,32.9667314,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
8.860541581,4.592381259,31.89254626,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
14.93981857,3.704414996,25.5814854,63° 20.5'S,109°40"06" E,2,1996
11.42336936,4.078456433,28.23991779,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
9.73660181,5.0498322589999995,35.14379715,63° 20.5'S,109°40"06" E,2,1996
8.606438727,5.18114789,36.07709943,63° 20.5'S,109°40"06" E,2,1996
9.619996235,5.453449405,38.01243358,63° 20.5'S,109°40"06" E,2,1996
13.17098101,3.8527431869999997,26.635701399999995,63° 20.5'S,109°40"06" E,2,1996
12.07909446,4.092993164,28.343234999999996,63° 20.5'S,109°40"06" E,2,1996
11.17795692,4.539569353,31.51719512,63° 20.5'S,109°40"06" E,2,1996
12.20675955,4.265495812,29.56926661,63° 20.5'S,109°40"06" E,2,1996
7.430897332000001,4.3971221830000005,30.50477742,63° 20.5'S,109°40"06" E,2,1996
12.01360338,3.5460655,24.45604478,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
7.01160906,4.5528773000000005,31.61177896,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
13.073025099999999,4.086134941,28.2944914,63° 20.5'S,109°40"06" E,2,1996
7.602114032999999,4.917867848999999,34.20588379,63° 20.5'S,109°40"06" E,2,1996
12.57525519,4.364832352,30.27528324,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
9.415770528,4.465840911,30.99318345,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
12.29984903,4.046435468,28.01233453,63° 20.5'S,109°40"06" E,2,1996
8.499030291,4.512384952,31.32398687,63° 20.5'S,109°40"06" E,2,1996
7.094798834,5.134530494,35.74577465,63° 20.5'S,109°40"06" E,2,1996
14.34580105,3.662693107,25.28495456,63° 20.5'S,109°40"06" E,2,1996
12.25886677,4.081595772,28.26223008,63° 20.5'S,109°40"06" E,2,1996
8.130449931,4.97355301,34.60165608,63° 20.5'S,109°40"06" E,2,1996
8.343134295,4.466440757,30.99744674,63° 20.5'S,109°40"06" E,2,1996
1.900589048,5.238182483,36.48246256,63° 20.5'S,109°40"06" E,2,1996
10.23352272,4.455120516,30.91699016,63° 20.5'S,109°40"06" E,2,1996
8.775543827,4.608896225,32.00992342,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
3.599437398,5.813259807000001,40.56972144,63° 20.5'S,109°40"06" E,2,1996
7.263216602999999,4.508840492,31.29879525,63° 20.5'S,109°40"06" E,2,1996
7.2597097360000005,4.338879665,30.09082917,63° 20.5'S,109°40"06" E,2,1996
8.041711719,5.246920295,36.544565000000006,63° 20.5'S,109°40"06" E,2,1996
,,,63° 20.5'S,109°40"06" E,2,1996
7.003688445,4.4238839930000005,30.69498218,63° 20.5'S,109°40"06" E,2,1996
8.058801659,4.55848043,31.6516022,63° 20.5'S,109°40"06" E,2,1996
7.770948429,4.060231207,28.11038527,63° 20.5'S,109°40"06" E,2,1996
3.800024826,5.319235991,37.05853583,63° 20.5'S,109°40"06" E,2,1996
10.09193345,4.2473886069999995,29.4405729,63° 20.5'S,109°40"06" E,2,1996
9.107295615,3.3971436319999997,23.39760932,63° 20.5'S,109°40"06" E,2,1996
9.793718195,4.145405595,28.71574694,63° 20.5'S,109°40"06" E,2,1996
6.036220867999999,3.970923642,27.47564778,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
6.867263615,4.557253126,31.64287936,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
7.59338078,3.89563305,26.940533399999996,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
9.571896492,4.113090113999999,28.48607046,65° 01.6'S,112°15"06" E,2,1996
11.16597273,3.5897123410000003,24.76625687,65° 01.6'S,112°15"06" E,2,1996
5.630850861,4.167079107,28.86978754,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
9.850663126,3.795247145,26.2270586,65° 01.6'S,112°15"06" E,2,1996
8.752050755,3.8474827439999997,26.59831375,65° 01.6'S,112°15"06" E,2,1996
8.797389126,3.62751426,25.03492722,65° 01.6'S,112°15"06" E,2,1996
6.749681651,4.3700802219999995,30.31258153,65° 01.6'S,112°15"06" E,2,1996
10.32844935,425.0498884,29.46267863,65° 01.6'S,112°15"06" E,2,1996
6.910635038,3.89959131,26.96866603,65° 01.6'S,112°15"06" E,2,1996
11.19327831,3.561076124,24.56273009,65° 01.6'S,112°15"06" E,2,1996
8.586083627999999,466.00429180000003,32.37343936,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
4.925767044,4.005540067,27.72167781,65° 01.6'S,112°15"06" E,2,1996
11.42245566,3.33295594,22.94140682,65° 01.6'S,112°15"06" E,2,1996
7.34981791,3.7505695589999997,25.90952067,65° 01.6'S,112°15"06" E,2,1996
7.849471297000001,3.88918781,26.89472502,65° 01.6'S,112°15"06" E,2,1996
4.272076065,5.943906537,41.49826963,65° 01.6'S,112°15"06" E,2,1996
9.796702758,3.8402056669999998,26.54659323,65° 01.6'S,112°15"06" E,2,1996
5.419842452,4.231856673,29.33018247,65° 01.6'S,112°15"06" E,2,1996
8.089829922,3.875896154,26.80025696,65° 01.6'S,112°15"06" E,2,1996
3.0217277539999996,3.686619913,25.45501004,65° 01.6'S,112°15"06" E,2,1996
9.444292327000001,3.318622565,22.83953493,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
9.816070918,3.324398637,22.88058733,65° 01.6'S,112°15"06" E,2,1996
6.38628178,4.225585722,29.28561281,65° 01.6'S,112°15"06" E,2,1996
8.799950952,3.62243843,24.99885167,65° 01.6'S,112°15"06" E,2,1996
7.874551428999999,3.891124048,26.90848648,65° 01.6'S,112°15"06" E,2,1996
7.631812924,3.5591942619999997,24.5493551,65° 01.6'S,112°15"06" E,2,1996
9.733669459,3.5007071819999998,24.13366867,65° 01.6'S,112°15"06" E,2,1996
6.196561474,3.667870324,25.32175071,65° 01.6'S,112°15"06" E,2,1996
6.145773365,3.717742222,25.67620627,65° 01.6'S,112°15"06" E,2,1996
7.98123956,3.9532183119999997,27.34981032,65° 01.6'S,112°15"06" E,2,1996
10.681230099999999,3.865870718,26.72900297,65° 01.6'S,112°15"06" E,2,1996
8.179173341,3.593455063,24.79285759,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
7.992888884,4.09645803,28.36786091,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
6.93423873,4.209068502,29.16821963,65° 01.6'S,112°15"06" E,2,1996
7.181018432,3.662614317,25.28439458,65° 01.6'S,112°15"06" E,2,1996
6.155565694,3.650931897,25.20136387,65° 01.6'S,112°15"06" E,2,1996
4.3684950780000005,4.33879852,30.09025245,65° 01.6'S,112°15"06" E,2,1996
6.8629703289999995,4.267292919,29.58203922,65° 01.6'S,112°15"06" E,2,1996
5.550348777000001,4.413991992,30.62467656,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
9.272887741,3.879223707,26.82390694,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
9.46901543,3.575498074,24.66523152,65° 01.6'S,112°15"06" E,2,1996
5.561522439,4.50759738,31.28996005,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
7.370882165,4.201282839,29.11288443,65° 01.6'S,112°15"06" E,2,1996
5.436183317,4.2784168110000005,29.66110029,65° 01.6'S,112°15"06" E,2,1996
4.745769173,4.146357309,28.72251108,65° 01.6'S,112°15"06" E,2,1996
4.626595416000001,3.6283833189999997,25.0411039,65° 01.6'S,112°15"06" E,2,1996
6.923073805,3.81455125,26.36425906,65° 01.6'S,112°15"06" E,2,1996
3.197979993,5.4759578410000005,38.17240825,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
5.270435153,4.097168569,28.37291094,65° 01.6'S,112°15"06" E,2,1996
5.204249958,3.865900152,26.72921217,65° 01.6'S,112°15"06" E,2,1996
,,,65° 01.6'S,112°15"06" E,2,1996
4.621506200000001,4.267080703,29.58053094,65° 01.6'S,112°15"06" E,2,1996
7.398374335,4.294595329,29.776086199999998,65° 01.6'S,112°15"06" E,2,1996
4.108757313,4.3888537130000005,30.44601075,65° 01.6'S,112°15"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
1.005254665,6.6946357270000005,46.83394262,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
2.409082822,6.552860679,45.82630191,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
3.722060533,6.522527639,45.61071527,64° 03.5'S,117°45"06" E,2,1996
5.8991988,5.665503131,39.51956738,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
1.17814326,6.839378175,47.86267359,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
0.8104160009999999,6.178356634,43.16458162,64° 03.5'S,117°45"06" E,2,1996
2.2850514509999997,5.652226785,39.42520814,64° 03.5'S,117°45"06" E,2,1996
4.528776439,5.402956484,37.65356421,64° 03.5'S,117°45"06" E,2,1996
1.671321941,7.460206853,52.27510201,64° 03.5'S,117°45"06" E,2,1996
0.6156548589999999,6.857237055,47.98960238,64° 03.5'S,117°45"06" E,2,1996
0.511360614,6.19030444,43.24949851,64° 03.5'S,117°45"06" E,2,1996
2.7314981819999997,5.639714201,39.33627719,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
0.11113956900000001,6.962684939,48.73905429999999,64° 03.5'S,117°45"06" E,2,1996
4.50761465,5.659094702999999,39.47402063,64° 03.5'S,117°45"06" E,2,1996
2.803491707,6.450141822999999,45.09624608,64° 03.5'S,117°45"06" E,2,1996
0.497621099,5.556694299,38.74622814,64° 03.5'S,117°45"06" E,2,1996
1.7050273180000002,6.230714325,43.53670451,64° 03.5'S,117°45"06" E,2,1996
3.340544654,5.996052037999999,41.86888442,64° 03.5'S,117°45"06" E,2,1996
0.967581829,6.367313312,44.507557299999995,64° 03.5'S,117°45"06" E,2,1996
,,,64° 03.5'S,117°45"06" E,2,1996
0.854778369,6.039289882,42.17618964,64° 03.5'S,117°45"06" E,2,1996
5.6389106579999995,4.774789671000001,33.18898131,64° 21.0'S,117°44"54" E,2,1996
1.8439104030000002,595.041175,41.54450427,64° 21.0'S,117°44"54" E,2,1996
2.49161364,6.359253691,44.45027499,64° 21.0'S,117°44"54" E,2,1996
2.389739802,6.252462437999999,43.69127532,64° 21.0'S,117°44"54" E,2,1996
2.81879238,4.980071165,34.64798270000001,64° 21.0'S,117°44"54" E,2,1996
3.939476207,6.24140041,43.61265394,64° 21.0'S,117°44"54" E,2,1996
4.573642414,4.8097556930000005,33.43749604,64° 21.0'S,117°44"54" E,2,1996
-1.729106628,6.94,48.57782516,64° 21.0'S,117°44"54" E,2,1996
2.051056713,6.7608389970000005,47.30447048,64° 21.0'S,117°44"54" E,2,1996
1.971255641,6.325744526,44.21211461,64° 21.0'S,117°44"54" E,2,1996
3.01819076,5.002160733999999,34.80498034,64° 21.0'S,117°44"54" E,2,1996
0.37335934299999995,5.591107482999999,38.99081367,64° 21.0'S,117°44"54" E,2,1996
3.346593426,6.1248,42.78393746,64° 21.0'S,117°44"54" E,2,1996
-0.9405970140000001,5.70560754,39.80460227,64° 21.0'S,117°44"54" E,2,1996
-1.281209036,6.1306071520000005,42.82521075,64° 21.0'S,117°44"54" E,2,1996
1.136154655,5.637999729,39.32409189,64° 21.0'S,117°44"54" E,2,1996
2.348473844,544.3252704,37.93996236,64° 21.0'S,117°44"54" E,2,1996
-0.79681089,6.618426342,46.29229809,64° 21.0'S,117°44"54" E,2,1996
1.930041706,7.235710792000001,50.67953655,65° 14.6'S,117°45"12" E,2,1996
,,,65° 14.6'S,117°45"12" E,2,1996
0.75242505,6.0777356860000005,42.44943629,65° 14.6'S,117°45"12" E,2,1996
,,,65° 14.6'S,117°45"12" E,2,1996
2.7067499660000003,6.118298799,42.73773134,65° 14.6'S,117°45"12" E,2,1996
,,,65° 14.6'S,117°45"12" E,2,1996
,,,65° 14.6'S,117°45"12" E,2,1996
,,,65° 14.6'S,117°45"12" E,2,1996
,,,65° 14.6'S,117°45"12" E,2,1996
